,addy,token,hold,price,holder_count
1035,HAG65QHms35cSHA7G5LGh3pKKAJXK92b81c1ikVjvDGM,4f4SAncbVCdHDiUKS56u8ygx9UTrkpSZ6vqTQ1cgSRuB,1665023826,0.0,4
1036,,4f5c2oa1AkGD4QTYQSAQgR9FL1dTNDNiGVUR4ufZLjAg,,0.0,0
1037,,4f8esE1vtR4obYSTui6fXvjY2irbTr65JavBVsPM3PMq,,0.0,0
1038,3Gyk2Vwj9HmjHcmdkvdkYq6bDhoH5RjMHn42LCM9YVYH,4FbvjVCM1fxmCLcburxxWSnwvGaSB5G61GKeSzRXH2LY,1649742584,-1.0,2
1039,,4FgqzSmqvv4MmqiVfAyDMYrv67aiAnJr84gqWwC9uuaH,,0.0,0
1040,3cFUxuCPXxiKPzwC5p5aTwgyvvheP7qWdXWXYWCoBaPc,4fJ8uXwv28gq57MrsJi9jUEp1sK1NtUSfqfyhFEBFCYH,1669674885,-1.0,4
1041,,4FjcY7tWjYbVSoXBeLnot2HKSYa3zR3VHtSK7tuABGwH,,0.0,0
1042,5o4x9HNsXUdaigZTi8RPkgoEj755S79FPDdvkDnq8gg6,4FjKcYwJ9yerVkrZd4y2NCNSjCvENHvFyo82XP9b95qd,1666371634,-1.0,4
1043,8kVZADJgnYWdENMkA8tEDyr9NLtrL4wJ53ErAXzHvgqW,4fJqQYi2AC8AQJXFPNsYHQyZR8HiU6qb2UZKGMqK7a6V,1664892486,0.0,3
1044,Ch7PyYvZ7PrpgAa1Lq2oqDKewr9wNWpVCwoaEqxtmVuG,4FLks8RdW8JFTseBaXRyo4aqXvqCyRHwoJ2EPSuk4UkY,1661166550,-1.0,5
1045,,4FPaixcy9m3Z9q6Hnv2YsJyW3E5um5GhtidZw3GzGxC4,,0.0,0
1046,AxbWrkysumSVNmevJ1PYHU7SDnCTm26JrdTkEsa6itky,4fqZUX7YsrThyJTg8AmczjhC4Yj6b45biPWwFAasa7kW,1667594159,15.0,3
1047,CT5q59C4hxVExUsAN5q3icCsMFPxSoS8FDuodk5TqH45,4Fr3xtxvZQTE8xB7EMnZSrvFzQ7bVqdDCMuECiED74Em,1665178749,10.0,1
1048,,4FRS2zCv3U6iHuKGaYzy4sRUisiBuDSF8ecPYbPKx4Uo,,0.0,0
1049,8mH8NH2NJhCAUrJCG2aEcrU8cmiMwSbUEy4NXgR7b5fD,4FUgK5JMaGSiexVDaydsBbuh7YmYCeESb3pVLeTnbsfb,1674094379,13.8,7
1050,,4FWwGJJ3WEoK6WUo5p1zwTTFT55BtsfBhegXFURKNSoe,,0.0,0
1051,EcoBEi7eeCjpUDtsboFwkLSX8eBc54g8MkyF7acVNCgk,4Fwz1TAA81MWmjGU5Uguzq9zvPZ9B2gPZGjyPt1fHqtb,1667602951,-1.0,4
1052,,4G3nsKyuSD7EsDeWs6o1L4aArWDD3gVCzyboDc1Qc4P4,,0.0,0
1053,,4gfTZJ7WXBw2uKtwn4keK8CB87etwiNtUuCy57uHHV8j,,0.0,0
1054,5qXFmA25sMbqi4p1VEkMdXyKaut11Ecjx3fpw1k1HPrc,4GgLrvZWsJjcSCPucUEwDsg7RU6u9gpqG1xFS9Dg5qLW,1650911374,0.0,2
1055,4UDq76jKMcCmrYRjQ4zhVCJXXnDwVfXrvub6ZZpow3qd,4gHvR5ErAxzkys3jS4oh86uL1PKgskDsuivTNJHchPmB,1673901855,0.0,3
1056,,4gmymSWNDVAwhCapCD5GosSktT9nN6hwSTjQXGvv65Ho,,0.0,0
1057,66k4bTVmj5J1iguxkFP2duMCwTGs59821C3cosz9DH83,4gTQ1115VRxfRqGwvpV7gf7ggC5L4SijBD9YaDC6tPZ2,1669083171,16.0,1
1058,2CEWxo1V622vLyh8yuqGZwT8m3PBrYhA6zVLfkHcDpEF,4GWigt1nQb9n7pnoNY3Nb8zFT6nk5Co6iptkehWEnZP2,1660230525,-1.0,1
1059,DBZStDmUc5Ln1aGBVG24fnGX35dCWdPzWBy61HN4d4Wp,4GXtJ37WC1FAqVxEgZMqwP36crgfeWrbKsE5yAsdSpJC,1656456419,-1.0,3
1060,8bxzdbD5wRFfkhPGJ8sxnHdw7xJ95KAvSaXW2hSXzYn9,4GzcbPkYQdzESEdu2GhHMpSj2YiiLpbgQiyXf3GNC1Kr,1671372734,0.0,3
1061,,4H45xyWXoHzhCTvhf2BXYfqpHMjjF9qN2bzzWwHRFjyd,,0.0,0
1062,7KzZCfZGNCjSvGhADcrPGPutahSDTb1GFALWkVSZyY7H,4happQK1snqnXfjbcVG16efxo8pQihrxJrK1AUkqNZNS,1674774784,10.39,15
1063,FgMNcpsY2WcYy3d3shxpGoQWgRxBsSqPJgE7fUVJP2da,4HBcuwLQ8dyRu6WCpoQVgGJUj7tw2r5uKe2rXrNTAyuS,1660761407,0.0,5
1064,,4HdNH7D3GtuxFQQXKUi2DiL7RAC53smJ74Qxo39ycdNy,1672519903,-1.0,3
1065,,4hgv8asBKqtqhpi9RZykR9brqa3tguXd1PqaRFJiRzyE,,0.0,0
1066,9nW9JaHbaCrxzEsEuR2okwRsUCo4xnm1hTNLcsEgMqof,4HJ7F97jk9kLk9fdJjLT8RbUyu9vNR3T1F4qLxTdPKc4,1667397228,0.0,3
1067,5zLvkYpzK7ntJpjcRUdGnYUnU62pB73GzToQkpwoRXUJ,4HJd2rcNQCs4hvsHT7W1ZkNHGgbPaYVkx4jCkVkwcyjU,1668429548,18.5,4
1068,2vLsLy359kgoBuFLakAJqsYySVSkakRjSzMm8rsNNngd,4HqiesSyWrsLhvo8FAxFWo84kq89MSNtPJuYmc9YcBch,1667674231,-1.0,8
1069,63Z4yBdXzapnaHSE8YNSSYYo5FdxyGAaQ1TS9p9SjmTC,4hrRZQ5t3YBaMUTZn4sCCEoS2mHwQvAnKdSn7kAo8Bj7,1665103482,6.4,3
1070,,4hseiZQs7YC6QSxed9hf3u2JyFoNRxT84REngG5JmWMT,,0.0,0
1071,Cd6avGWfUgTwaVHJURv8rZLsKVPMfpzDZn5DUQUYjKcg,4HsxNFp5Th9EExy4h3xeSwVqeberF1NUnB4Njsuo8mBB,1660218110,0.0,2
1072,AhKTWPuFvQ2MeHoXEPDE9MoEwxH6EsmNzENjPuN8nSpq,4HtppkzqTdiFRReKjzwv1unpUVQ1fh9ax6GLHbX4rT2E,1659484827,-1.0,2
1073,7dw1utkhdAZzWqzpK5jKC4bSxp6vTKfoSSwAgkyqzKsa,4hvaVmk1KyBJSKVpZtmgZUjYMbxHa2TKLxKenB3TLmkp,1663023477,0.0,2
1074,,4hWqsm9WEu4xqYJn5NvP5UJmZ95GoLxXc4i5XsxEzYsz,,0.0,0
1075,8bxzdbD5wRFfkhPGJ8sxnHdw7xJ95KAvSaXW2hSXzYn9,4HwxvaqgXXhNqZLvuGUTLcGxUJ71GLnSMXdT5JJuA7zz,1656019783,-1.0,3
1076,,4i7czxrwkT2tPiWZVcpnskBpiXCContrGnKvuhZ5uwkU,,0.0,0
1077,,4iALX8DHvyRymWgCT36PJSa74aDzR3YxWDjeFd4oXCEs,,0.0,0
1078,DHVZfycL8WYxjKkXjFoe2YAMZAdVHDSTNmW4WhSD4YhK,4if5WUutP49fUFULeNPknUaBkqR7KjJ5TH8Z8YZU61QA,1674920963,-1.0,6
1079,,4irXvyMmisaQtWyf2qyCQhBaBnvCjGBL5SJ71VMwGiPh,,0.0,0
1080,BdBwcFK1Ax1RhuhCqL5WYcBdTfMgF376iwWUEX4UYgaG,4jAvMVaHJX8vaBrY74bcKiT48uZH4g2q48kYdABZgi3i,1643920675,-1.0,2
1081,5ZRonhYHVajtdrBV5btqbJYqeJozUHXpRkp2LBmUYd6m,4jbvfKcTmYk4Au8QvSpJtKz4teVSkQN5dQDTkM2fUvmF,1666820473,12.99,6
1082,4vhPCKa35DxkdEBZijKuhqL9dEKqhqRJ2nf8cpnJH5ut,4jGQCygg5YKFuqZQicFTiTDGLf1Ae3aJ5LqTvF1PSx2y,1674784231,0.0,13
1083,FwugPyZWSbUrA6JntH9RvpyLMaCdtwCTVv1sbLxBXW8a,4jGYPFzynFkFJyCTAcZz4nk8sPbAHrw2gD9Dg3ZK3fJJ,1674342508,0.0,9
1084,2xchDm76Ymp3ZpBwFb7tp3sEoirZRztcMmsgYBUudG9d,4JhtTUhDUvmjMbUxUYZPzGWwB1fcP4f5Qwog8CgAdsxf,1662355516,0.0,5
1085,AQLcM67QwFvFytbBwPT8G6Wv5Q5oGa6u5NHXsqhCiHmU,4Jm9CPXUBeWgsS9f74YiaahcThbCLentZj96DRLZTKd8,1657879462,-1.0,2
1086,CTzLq9WuYNtztgm79dLTQF8jRmq3zP4bVNetzad7Lgxm,4Jp2sx1WDVZ7V3aTw17f1iBuPRNWPj1wjoktGAcxDyge,1672617738,14.2,11
1087,EJt7D3EDnCe2Z6p4DJNkhAAhUJ6AZGK2JZeJpghooRUc,4jYJpWa14GZrdkUDgCkej1s1WRxop4yhYhYjqb5UCU5E,1666816006,0.0,12
1088,,4jZDwobr4tJDvruTdKVqEjxQuttTycpZLau9Qu4WASzN,,0.0,0
1089,2TKYkCwvgewrsM5HCALsvixgXAB7EPnTcpfjGqNtaUnt,4K27AWryEWW6mBivLZUqKxKR2tB3zKpUk8EQqreUTXsv,1668370249,0.0,5
1090,7ZLvtZn9cUj5bYPQNMcepe12dLxe8RMXpq6J7Dsrin3G,4k4nB2EfgWLC5jmSSJ8gNYXC3t55AKg8mBLaxxWKh9My,1651960584,-1.0,2
1091,AkgSSxCzr7PSTumTe1VnJjxPFf8JxEBUbZzFeBZQmZuC,4k7iYEnPFciYgdySgQ5yJKrRFByNWqPoGNu2Bb5EsDZK,1673280991,16.5,2
1092,,4KDVqxE2WZNQivwRrzieo6RtWVQwYNmvh43XP7mqEnpt,,0.0,0
1093,4bXx1ioqZ5XLC86DCwuCtu8mPfS9MT9EEY12SxH1FEGa,4KeNSUwzr7D7Qj2qK2BUL6tSK4VFy3p1jz6XDsddY8zT,1649339818,-1.0,2
1094,,4kfcezsdcTsCSMtFDPwNP2dzsvz6o2NYa11smEG1mvhM,,0.0,0
1095,AutBVSjneBwdj2eDzHJiaSaffBfaLgTvHY6QNFXpSGXK,4kh9y1wj36QPmayLBjGM9bQvzVrX6Ekc5c5po42CkBRR,1667752858,35.0,6
1096,GzF7j8MFyzr8gEP9ttx9spJgDh4uSLMBHAxpPRPShFfH,4kHdonyHfkBNXLB6Pj3S7S6AdY56nqtvtrh1pNTwHYja,1673144077,0.0,5
1097,4vhPCKa35DxkdEBZijKuhqL9dEKqhqRJ2nf8cpnJH5ut,4KPNzek4AajkUgx9CN6V9LQ3avnN5m2LRSdV9C1v7kWM,1675385143,0.0,12
1098,J8spKXcSzWYFM94ineXx5NUcUWkWU6qDhoycu7Xkj9G2,4KQ8fg1hhDkriQNxM2U64ux8UpFGC9yk3iCCS3y7gKpU,1673092461,-1.0,6
1099,,4kqFT3FChUqK99w1iQvJq323raN7UBHFzRNVXHhE9hTd,,0.0,0
1100,,4kxkon9HfPzYnyAdzJyX7FGvFyHXjPHatkeJbAqaQxB1,,0.0,0
1101,3HdsdJsW94VkG8WXaWkxXwua4KGaazwDrN2q6Hx27FVZ,4kXT38KBerdmaktPzoH5SisRzweggd9SGfsFF6aGmeTD,1657560547,0.0,4
1102,GzitQKZZeVQvWPAa8Nap6pmHWDBznpHvvRtqV4hEtcW3,4L5cipsrLmBoVrZM6UoH9Lqakg2PExcQfHZFNQKK8Dp2,1668352834,-1.0,4
1103,AG6B1FNvxqETnJQdhYRUVSpbmq4AzmzgJaW37Hod22My,4L7ni1rKAE46otcF1xXq5RWFfDPDPajdRQrQE4ay26Hk,1659263567,0.0,4
1104,Cn4bWV94HKzxTWBBFiqgbrAr2194cokR7RqzHQNW4NGy,4LARSZfr26CUrdaPo8w13Z67WYb99xwoKUYTij5saPU4,1676309625,-1.0,17
1105,,4LF41wm5qvKuYr7Yyuts5PNk22DG5o8ZsZWQ3hycfRAC,,0.0,0
1106,,4LHmuU58Mz3VbrUTMVpARsuYriKMnp6A7sTLu4Y5i1om,,0.0,0
1107,,4Lp9JBN6d1WXmtgvpR1mwH8QTEPb9yASxwdZDC3mrRvH,,0.0,0
1108,66kDYpYtuGkaZF2ho64VgEQuAgBPGjY17HtcTtANtNR8,4LUdsWyhNY7G2m1y2LDEqhZyMzQ2s8uPmj285vDhMm7Z,1665420477,-1.0,3
1109,8bxzdbD5wRFfkhPGJ8sxnHdw7xJ95KAvSaXW2hSXzYn9,4LuQLvkDcsGgcQAjNG71SZLeGFUxnm4DW7iu8cyUBUc7,1657504315,-1.0,3
1110,9KME1NxL8C95drpQN5KuBVjLNS7TtXgGuZrgtif2pEZ8,4LUUw9YSzR2Z7rbwrZx8Maz5k48ZAaT1526An9ExnRu2,1669427465,-1.0,2
1111,6W4rsr1SS54CkQPj6NxJ1taWudRoHZmWRryaSPmf2fVj,4Lxx6Zmjd5KpqUsNe9iTkzjpfaCZaNfDgGKYsrRze1sK,1650993370,-1.0,1
1112,CcRM8YS5iqkrcVMwqpECTkja5Vo8tp8MjLLFweDzQuvd,4LyVi8QSMcuo14Xg7MUtBzNdRLZe11Dfxv64LVNoAexL,1672362039,0.0,6
1113,GGGq9cCVEZqDA5hbPKDN7PP7AdjKrY9Xg5WUvyo6tyvT,4m4ohzaF7wke35PNC6LLrn87sv2on6jh52W9hgBqZo5y,1658787084,0.0,7
1114,4ALbkowZbXp2LqYUfiMGDjz1J2wGwBCdn7UWoVvsHEd1,4M6Uhdp5cMUrWHu5wkkcQAxxy12daFxSpsPEXLak6NZZ,1668723832,13.95,2
1115,3NKFAV7e3vvuyuW8JDQocYsKdj7t8YJEBhA6QLEEDpFc,4m7hcKbMYCtaEN22LEJCDhqUg7J4Vi6V1KSho89dc64s,1673888664,50.0,1
1116,3thurzhJCEzmeXSjtX2MWWLQG4sf16dmqMrSvX3uopaa,4M8pyB2niGHE1z9vGYGhmpHvE7jXdXNrvpuibVKqbS9h,1657216171,12.0,1
1117,5iCTEUjTfvtTW9BCgqDnyUmN5fesw2iRMh9FLAEAeex3,4MAmdK9A52dkKtJmHfrtJTNrDcsdWTW5RnsUNKPK5H7R,1645265052,1.0,1
1118,A8p1JpCvrbUDvU1RQREc47sjnJataHV7cZaGeBUjdtLP,4mcF7bkvPtgDwduUjq72hRm8dDnsHmkgFVzhaExGZ453,1650179279,1.2,1
1119,84Lfj2iS8DdJrmM7mvtQeEN3BVKT5oYitmv8QjgGVTK9,4MChMsSAndpzMwHec7bpSHcK9DbpqhGc3AbPgTnF487H,1643974360,0.6,4
1120,,4MdpQCmPP57gMhHnTCR3px4Yk9NNfZgkhc6i5RsKFDdT,,0.0,0
1121,HJNabPySrDHiJgRF1eMPpM1hrvmsvJmPvzazkSQ5vTnt,4MFkbSTtYfnsjxTXGuPto5ujhs9aZYdq4mqVkbNtRk6t,1663417362,0.0,3
1122,HAVktKZmFX9NuD5HwW62w6Hb4N8Z9RFi9qgUoGFMz6i,4mFMosZyWdhVKin4qncU96iaHZcZDrcDzZQ3htDA6EsN,1663678549,0.0,7
1123,A1mfL7yz8ZJ976QD7bR9zJHzpqFYTxasGbyUsQwrooCT,4mGZ5WQfT95EbfNNXRxuihzwMnhgbY1H3wJKEvxTHoQg,1668065497,-1.0,8
1124,,4mijMjJDetPUHAZXeGzF1FqjonQiDKAtcUfRKkRrQ263,,0.0,0
1125,6gnTepRtkEvonqQkJFJL5SSca6uCBgiMpDYvUGQPhciJ,4mkwujApjeHLNhvfJuwgiPBy3rWAxTJwxpLMeESB29ba,1666911924,-1.0,1
1126,,4mPQm9ykwM97bUBdY2ZUPhFynqq5mNoxDL1q1znxENuZ,,0.0,0
1127,,4msRZWHsxGaqAoLFLecW2bxMDFrJPGv6fJ42DCtTEFZQ,,0.0,0
1128,,4n47QzsL7hKenek694wFQSsmqQm83yhWKHPdRAbG431S,,0.0,0
1129,FqciDBD7TqxsduUWXoQdGfeBwvQ3dBmyqKfS22VdgSpR,4n61abUzLKezbs1AUCWvBJViak8wzqkc4JLUjKuEWQUi,1673121600,16.5,7
1130,DGmBy1kv88BFCE25o9BipXcfZBBfMVCPThU6P4NRZ53o,4n7DvaEoVft3y7quxaDtq73Ybi3yL1famjWwJasYk5ZG,1662068609,0.0,5
1131,HpqHrnyxLyKaQezVtGZHJKCA37KNpULpaVWZiYCucsfh,4nA1Q4znpbFVvnx1tbm4F8Ffcm2tURJNxHNAFMD2tYPq,1670561256,14.75,5
1132,9ZWCXsiLeiaRCRmtnZh74Gityi3s88Nfmoo5LbKQncsK,4naMEvV2KVgDK8Rj4RRpVjYbMLayGVJ8LBGT9dJRCVDk,1646754456,-1.0,2
1133,FkaLXQNR8WVraskyYbsBPpymwj7YuA5hWtAPee1xdru4,4nbMyaQ4WtWrV3RN3UPDxgKptsRqHwmwoNvGd5mgPyr8,1666988910,-1.0,3
1134,,4nf4GrcwVT6VfsnVbECv6ZgqAXJB47LuABG6wqvsDdY2,,0.0,0
1135,8bxzdbD5wRFfkhPGJ8sxnHdw7xJ95KAvSaXW2hSXzYn9,4Nfso18ote5hjDBto4NFP17goD58oFvCeeo7fGZUYFYw,1662223618,-1.0,4
1136,JC9K9bgGzgFxofRkiJqzRVMk3GGm5wfwfxfyHJpkiRcc,4NgXvwR9EumkDgRQsgn39qj9WPawRezQyuBGEqeVuLq3,1653244588,2.4,3
1137,EJHPqqx9miMmk6pbnvNxJgUjVdFViTHy9NTZTjLo7UNV,4njbSuCMqHwARZghdBg9wYpeztVo4nZ7hUowtaiBUJUd,1644282259,-1.0,3
1138,7i7kqiYzBhP5kMWBn3cSKoTADqmsT1qabvLGDcC6pFnn,4NKdiV7o9ci2DvFX9sZ6vAioRE1swkbs82RPB7wJMa6T,1670687401,0.0,4
1139,,4NpJGworjmtZtatzYc6Tn4WvSbgnsSxq4ioNqXUh4HhA,,0.0,0
1140,,4NtjCW9onTdWiyD1tCTYQA1xLxVvnNe7DuLvgTADz6Tu,,0.0,0
1141,4nDovHZfTqTkoLcGzwLYY7PFv5UgC3JxFKng6PggcqP5,4NtQE37JT4eCZbHgXDseQYbp3VL25xhXSr1d2nhrY11h,1661818472,0.0,1
1142,9i6njbLnCFbupBnzL56t5sdfgPci9pHo9g7VYXhyKwjn,4nVksqK4PwH1UvpgFr77ccncM12ZvRrp5PgEr2jSTFBx,1670178073,-1.0,8
1143,53ZeNbxEiojTECfinYeZMfQMtq9TxfQnX8Q4Kkqik2nY,4NVsWPn8gpeRSTdoh9k7Q51N2a88U8BB1fuzvcDMRFfG,1665329396,-1.0,1
1144,4tzAkc7cGTns1dsVaP18KvMkt9jEmzA1AaV3rMzgyi7f,4nZYP1CzHsKrA54qvom3j5bWpWbJYzUiabk7PMNKVLCj,1668003959,-1.0,5
1145,4tzAkc7cGTns1dsVaP18KvMkt9jEmzA1AaV3rMzgyi7f,4o5CeK3fU771uNDnNX2ZSP6auX4bJn3JY8uSd7mm4jYL,1668003959,-1.0,3
1146,,4odGXxYzwmpZMz7LddLaKYzbFH821wUmps7mCNGeBeck,,0.0,0
1147,6v349NtxEuswVnAp6YWSoZJ7m5wTsapoViLzUx2Rzs5F,4oGfVJe1irUsdbdUa2QZYJsReCYCk9FQ6ZbEEUBNt8XV,1667735289,-1.0,6
1148,,4oLTggDaWpF8xKzpR2Sgm966641u3d4xZ9WGAb8UpsXh,,0.0,0
1149,,4oRRXUs9VR4kcoaEXevsoCmfPYZHp9n74apHW6NasvwR,,0.0,0
1150,8i2RWrPjZTC1ntbmvSSyS8bjgtuoMHwL3sEp75Yiksjf,4osLEM1H6uK2evQBaULVNKaU2NYPC1RMcnoAuKD5juuA,1663627184,0.0,8
1151,AbgkJ16qhrjnLJDA8SQU4ui6iwQgHndHNcHe2u7C31MS,4oVVUTu6nc5gCCTkfT9RpyZ8r4tkSCTMRsJFZte622Ln,1653259911,0.0,1
1152,,4owjMbdzM2TikFn94uaeQQcJPwiackJEyxW7dXSJoRKn,,0.0,0
1153,7Vtj8EfkRrEZanUxJweUXZpZ46PMBDr3EPZUVXFKLsQU,4pAaBqijjrFciJyT4Q8Ghkb6GLKTNvfEJsrgFa8gaqEd,1674313215,13.0,11
1154,J8spKXcSzWYFM94ineXx5NUcUWkWU6qDhoycu7Xkj9G2,4PBo2kM31ZVu8DEKSETnX8XypRTPzuopc7PVmNjPuts9,1673092652,-1.0,12
1155,,4pcxeBNoi4BHBcvTvGj5vTsFEg1Cyy1D2eBVGUYeBYvU,,0.0,0
1156,,4ph9PT17CPoMaGng6ucECUohDcFFdzp9KyBZCZUXXWLG,,0.0,0
1157,2jGMEAa9Ma73SuJ68BNVict1y5PnfgNQhQvVwfoXZM3Y,4PHpQYW8ESP3txJyCVBv2JK6sU9khsuXYqV9P3PoG3kv,1645622720,-1.0,1
1158,9upJ3tSPcrjVZdu1VosqVXujLgQCv6v3tx8BoV988sg,4pipoA5Cce46KzzqbXVxUMCfbNcz2xEmiHFTQ76V5CKD,1665122087,6.5,1
1159,ETS8uPeuhoPk4WJF4X4eZNLHQVDai1NzBrs3oDBw5iwz,4PjPSKD3MATLFNPpwPQAtfGjA7EaJt8zopfooLNjAKfS,1671131044,-1.0,3
1160,fr7YFkGeJNGMxVJAhQgp9gZivKSNPcQU4roBK4boKGB,4pMKzjQ9y4ZPtrnZ1XxXwNjb4RECfJ6CPpN8c5EhZoYP,1666815499,18.0,4
1161,6uzzoNMHk9S4ug9b47YszofJe3FtXpg8BxAKUHhH7nBY,4ptLxQD6iYgE1SVcRVzBXKccgq8iSZdJRU86yidb3Qf9,1657825933,-1.0,2
1162,,4PTMRpHXUMcAgYckzKTemexwdhedpdtVFLo9SG8kQWy6,,0.0,0
1163,7CAQV4zMMqYbLwCgVBd9PH5cCur1As9dL1u89qriAnuM,4puo3peUWTzkAFwsDjFbcCTZs3g3rYJydSNuNS3Ebggw,1653536187,-1.0,2
1164,Hro2qQxJpJbFezoaXxgeRojQpBmRJVytEa3MpguLM8uc,4pveaLwbn599hirixqFBuXmRpyd92mo227eyQRSk1epS,1671811091,0.0,5
1165,,4pvW6TGjFT5ScJLePrWZzhQ1yWHiQwhq8vtdreDZ8PKW,,0.0,0
1166,,4PVZZHBafB5AfgPHaBkaAaQPvbdEcWE3ZMaAxz7HwkaF,,0.0,0
1167,,4PWtFUoxmDR4PhsCnzTGBCoJudGFD18PSpbPAk5kNGUW,,0.0,0
1168,6WpvhDdi6zFuQcMXYHoFP8jMkUrisWGg1kECo72ZAPEk,4pZcrGJicB7AbzLfm5jJofqV9Vmv7Z5V8Qioiobzubgp,1675113336,-1.0,5
1169,,4QAZjjZV3CBVVsJCPWir46Se9SpwqXuzHNjqTvbB1Pp8,,0.0,0
1170,,4QBjLy4C7Xq8DqSechXrC7PMgP1QKC8EZuxT8bkgMUpz,,0.0,0
1171,GvouGRdb8mjuT1FBgdUZpM8aMXrB5DMERuPEhqSGTDQY,4QGj5JQDs91HWu8RiKV7Lej1vwV5LyBdBb58oNpPYVmY,1673548912,0.0,10
1172,9jR4vfkt1ubD328PEiuwyyQRF7ZZ1xGRS5etpjZ7aEkm,4QGUa5ddZHzh2xWg4HWewoHncAau3HK6CLP4AQp593pd,1659711639,-1.0,2
1173,BkbRBj7PMg5DcheTo4g7gPJ6FZYytJ8bdJZjk6Vm54yB,4qH6qpREZVYAomwG2RTgCdReUrZn6SXVgmB1RnFwa6N2,1641928801,0.0,2
1174,,4QHU1fY4quNWzXsDgSSonjz9YHWWEbe88TCSC2Y9Misr,,0.0,0
1175,CTzLq9WuYNtztgm79dLTQF8jRmq3zP4bVNetzad7Lgxm,4QJZzNjonFaHiVycHV28j4m3u1mm8Ga9PCP3xHUiwqfk,1672735735,14.4,9
1176,,4QKGFbWhNS3FE1P3QLuNcxKEwD42k9m4Zgus91N9vq6E,,0.0,0
1177,,4qoHymRAJNgViZMBkT8mTf2J4nCQtMHrMrTcvxNYnS7T,,0.0,0
1178,F6sfQywbUKC3hyuGoow55zjPAP2WWuH77UmEdtFn4bPg,4QqTCwXrcusCn7DKMNLqLL6rRfKDMhrEiAPNH146sqjA,1669402060,19.0,8
1179,BpZZggT43qRedAmy1fjE3bLcLdobvAQqmXA1hYvviVS7,4QrqV4ztZZsciJhnoEnFWx1X3k7VS1fSGQ5hMYJcFbdU,1657460040,0.0,3
1180,Bwu3mBN9wfMhZ9wFDwupyULrhNgaNcCJQqWSLoEdnziV,4qSBDgj4qbxDxBcJU5nuCQW8XY8DPxacthUcqjEmo9vf,1649958969,1.5,1
1181,A2E4ReNiGakLVbQ9rpNTkvJRdxRXoTYSbg8AkVCyvzTb,4Qt84NggVVEuMFJu8pGQkn9sWuA45AzGfxEjDDxZx5Bm,1648872642,0.0,3
1182,FAbHH1UM3Sn5ykRj23FA6TJ1jEaGikf3avYKqzbLSVnX,4qVF4EiFjajotfqmqyzd85TxTPPWzNC2uc45BhpNigAj,1672640409,-1.0,2
1183,,4QvPEFYzjBhMd3bkU7vaanzktR62sv2m8KurjBjsUuK8,,0.0,0
1184,,4QwNdKQYiemEnhTZaarJy6JfqFrUm9VAyGALSKYLDWta,,0.0,0
1185,,4QZFPx3HsyrzPek43bBTS3bJJEbv4CNkuW2PoKn4SRst,,0.0,0
1186,68vSQkTTtJmDt4yHRbFogB2eUbrZofmEyrcjoTY9Shc1,4r7jRBmDUxRDNUxCkzoMsqBz7SDXHfnpXj43hwVQpUuo,1641866859,-1.0,1
1187,,4RBigYLiaYf6uwjpCMWSQwVD7RBSGaUzGagveJ6oPTeq,,0.0,0
1188,DuMboD9Ni3XLTfvAoRgdruLD2mKCYRPBKWzPnFEu5uXE,4RCsNhdMebD3yqoFMvzfDvBhTzY6sCNPHh8zNRrSxvNb,1670764933,14.3,1
1189,,4rfpAEp8sGjMRJixirPdQpr5RSwJvAgpgz4o9us7oBFQ,,0.0,0
1190,8wcdXCCeh5yG2ywjWYKt5fAZRCfeH6NrB8Yo4QBjgCos,4rGfDvwqy8rFGx6oj8T52WANobHTpJ4QZi9s9eu5oHUV,1672005131,0.0,5
1191,6gbemxz8GYwss8JqB3GbZR4YtpCKTdsv7XwXGNCsYh96,4rPobYpaZ3BbtQSRhEHYbvWvyStnJhbe9UPuKEApQsB1,1670802970,0.0,4
1192,AvVM6Lnogg1xNj6U51fZkrpWaDZv8PEaye7n1BJjGSq9,4RTj5f3yVEkzr8LFZ37r4HsRKQZkprb8pAwbSHrnHkzy,1674394219,-1.0,3
1193,,4rwFfpQcrH3E5LmpmRn6AsHKVAFsqkPuKw4ypUCewa9x,,0.0,0
1194,,4RxgGAceLfukmzQzBBxMdaUP12SEvDNvqTyUsCaggg6W,,0.0,0
1195,,4RxXzMprkN9rLebknnwR535HFVSW3Bs1k1z8siFfQinA,,0.0,0
1196,,4RypaEfCcvhyS81onk9YErYYozAJrchP1nLhPYbebhb6,,0.0,0
1197,ANS49XR4RntMH8X2y4CfLaPpUznSjRUAMJDH4TvYHsWa,4S1fM3YxMVjT3bKaExUC5gpNAHrcL7TP8gFHPNKb4suK,1656806638,-1.0,3
1198,,4S3o3nGq6kKUzG5BEfiWFNgFfqjN1NR5Nm2jW2safhrs,,0.0,0
1199,HEcYFxiJRVsV8pxQpeQX9k5q4QDxMxRgCqFcRFusPGpp,4S74LKyhUaGkB1SoBPYmykqVcZHFrfBNUu8jqQiqYboq,1675611197,18.5,7
1200,,4sKcWjghg8ExK9FjRjpKac7ZmedvPDBMqAK21H45iv2A,,0.0,0
1201,9ktNAkLMiGo6P2cz2r8iZdBkFMBCRz87o5AFJN4bn4Hn,4SnnW4LNgXQKQsN6TeMYpMrTvvXDiX4h3MHS2b78XDRW,1648638345,0.85,4
